3298.00,酷耶（Cooyes） 酷睿i7级八核 游戏独显 16G内存台式机电脑主机整机全套组装家用电竞企业办公 套餐三(i9级E5十核+GTX1650)+显示器,https://item.jd.com/13836773522.html
2788.00,国行【2022款英特尔+酷睿i7】金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 高配英特尔四核11代+IPS屏窄边全面屏+抗蓝光 16G运行+1024G,https://item.jd.com/10043598885664.html
1598.00,国行【2022款英特尔+酷睿i7】金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 高配英特尔四核10代+IPS屏窄边全面屏+抗蓝光 8G运行+128G超,https://item.jd.com/10043598885649.html
2080.00,办公游戏迷你家用组装吃鸡台式机电脑主机整机 主机+24英寸电竞显示器整套全套 配置三（i7级八核/16G/756G/游戏显卡）,https://item.jd.com/26115791736.html
2798.00,国行【2022款英特尔+酷睿i7】金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 玫瑰金-高配英特尔四核11代+IPS屏窄边全面屏 16G运行+1024G,https://item.jd.com/10044527344297.html
4692.00,酷睿i7 RTX3060 3050 2060台式电脑 设计师家用电脑台式机主机办公商用整机 昂福镭仕 主机+24英寸显示器 酷睿i7九代/16G/256G/限升1650显卡,https://item.jd.com/10051830998082.html
5699.00,联想ThinkPad E14 英特尔酷睿i7 14英寸轻薄笔记本电脑(i7-1165G7 16G 512G 100%sRGB)银,https://item.jd.com/100016514926.html
3699.00,京品电脑华为笔记本电脑MateBook D 14 SE版 14英寸 11代酷睿 i5 锐炬显卡 8G+512G 轻薄本/高清护眼防眩光屏 银,https://item.jd.com/100032149194.html
7999.00,联想笔记本电脑 拯救者R9000P 16英寸高性能电竞游戏本(标压 8核 R7-5800H 16G 512G RTX3060 2.5k屏 165Hz),https://item.jd.com/100014794825.html
2788.00,2022款 酷睿i9八核十六核台式电脑独显电竞游戏吃鸡设计办公电脑主机全套组装DIY 昂福镭仕 主机+24英寸显示器 配置一(intel八核/8G/256G/游戏显卡,https://item.jd.com/10047210117745.html
3999.00,联想笔记本电脑 小新Air14 14英寸全面屏轻薄本(6核R5-5500U 16G 512G 高色域)深空灰 商务办公本,https://item.jd.com/100018584132.html
2688.00,2022款 酷睿i9八核台式电脑独显游戏吃鸡永劫设计办公水冷电脑主机全套可选组装机DIY昂福镭仕 主机+24英寸显示器 配置一（intel八核/8G/256G/游戏显卡）,https://item.jd.com/10044476912209.html
3499.00,YCZX 教学一体机会议触摸屏电视电脑电子白板多媒体触摸一体机壁挂幼儿园商显广告机 触控机 55英寸触摸一体机 i3/4G/120G固态（店长推荐）,https://item.jd.com/11877571072.html
