台式机,4369.00,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,https://item.jd.com/100031259076.html
台式机,3299.00,联想(Lenovo)天逸510S英特尔酷睿i3个人商务台式机电脑整机(12代i3-12100 8G 1T+256G SSD win11)21.45英寸,https://item.jd.com/100018742301.html
台式机,998.00,京品电脑酷开 创维电脑 办公商用台式电脑主机（AMD八核A9 8G 256GSSD 全国联保）,https://item.jd.com/100021367618.html
台式机,3199.00,京品电脑惠普(HP)战99 商用办公台式电脑主机(升级十代i3-10105 8G 512G Office注册五年上门)23.8英寸显示器,https://item.jd.com/100020868618.html
台式机,8798.00,京品电脑雷神(ThundeRobot)黑武士4+水冷游戏台式电脑电竞主机(12代i7-12700 16G RTX3060 512GSSD P4 无线充电),https://item.jd.com/100031445826.html
台式机,6499.00,联想(Lenovo)GeekPro 2022英特尔酷睿i5设计师游戏台式电脑主机(12代i5-12400F RTX3060 16G 512G SSD ),https://item.jd.com/100033144014.html
台式机,4699.00,京品电脑戴尔DELL灵越3910 家用办公电脑 商务台式机电脑主机(12代i5-12400 16G 256G+1T 三年上门 )23.8英寸整机,https://item.jd.com/100031499660.html
台式机,8749.00,联想(Lenovo)GeekPro 2022英特尔酷睿i7设计师游戏台式电脑主机(12代i7-12700F RTX3060Ti 8GB显卡 16G ),https://item.jd.com/100033144010.html
台式机,2099.00,办公游戏迷你家用组装吃鸡台式机电脑主机整机 主机+24英寸电竞显示器整套全套 配置三（i7级八核/16G/756G/游戏显卡）,https://item.jd.com/26115791736.html
台式机,3798.00,雷神(ThundeRobot)GeekBox 设计师游戏台式电脑主机(12代i5-12400 8G GT1030 GDDR5 512GSSD 三年上门）,https://item.jd.com/100017535213.html
