台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,电脑配置12代，显示器大小合适，机身小巧，时尚，操作系统较新。用来家用非常合适。京东自营买东西就是让人放心，物流非常快。,2022-03-01 11:03:42,5
台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,物流很快快递小哥送货很快联想大品牌电脑小巧精致新款配置也高给家里长辈用足够了,2022-02-07 14:00:44,5
台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,机箱外观：漂亮性能配置：很快，我之前的笔记本电脑4千多的去面买的和这货真的没法比，差太多了散热性能：用了一会感觉不怎么色跑分评测：满意，爱了爱了，希望会一直这样就哈哈笑了,2022-02-08 19:38:39,5
台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,机箱外观：小巧简约看起来很秀气性能配置：12代i5核显日常刷刷网页看看视频完全没问题win11刚用有点不适应内存3200赫兹三星的散热性能：风扇刚开机声音大一点一会声音就小了很不错其他特色：非常不错的购物体验,2022-01-28 14:54:34,5
台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,京东快递很给力，第二天就收到了。我立马安装，开机启动，速度真是快啊，开机大约5秒，真是太快了，非常给力。上网试试，画面清晰，一点也不卡顿，主机自带WIFI，不用连接网线，很方便。主机非常小，一点也不占用空间，这台电脑，我是太喜欢了。,2022-04-06 19:00:15,5
台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,机箱外观：小巧精致，十分可爱，声音很小，没有杂音性能配置：配置家用足够了，运营流畅，一点都不卡，win11的系统还不太用的习惯，但是很流畅，非常喜欢，用的不错,2022-02-11 08:15:26,5
台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,机箱非常小巧，不占用太多地方，随意摆放。声音很小很安静，几乎没啥声音。键盘舒服好用，配置到位，速度很快，win11的系统习惯后还是很好用的，总之颜值很高，性能很好，价格也合适,2022-04-13 15:46:10,5
台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,电脑小白叫老师帮忙选的电脑，特别是主机小巧不会很重，颜色很好看喜欢?，不过还没开机激活系统。不知道运行系统主机散热怎样？,2022-02-28 21:10:35,5
台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,送货速度快，主机小巧可爱，开机5秒，速度特快，给孩子买来上网课用的，配置足够，自带正版的windows11和office，非常方便，接上线就可以用了，孩子非常喜欢,2022-03-01 08:47:36,5
台式机,京品电脑联想(Lenovo)天逸510S英特尔酷睿i5个人商务台式机电脑整机(12代i5-12400 16G 1T+256G SSDwifi win11)23英寸,4369.00,今天安装好了电脑，感觉特别好，速度快，机箱外观小巧漂亮，安装简单不错，店家送的鼠标感觉不太好用，用我的无限鼠标更好上手！只是显示器的安装怎么也到不了位,2022-04-03 23:01:11,5
