京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,4564136,您没有填写内容，默认好评,2019-04-28 16:34:46,"您好，感谢您对我们产品的评价！非常抱歉给您带来不便，海囤全球承诺100%海外原装正品，产品符合海外质量标准，有什么问题您随时联系我们在线客服或者致电给我们全球购客服，号码：4006069933，感谢您的支持，祝您生活愉快！	
",2019-04-29 09:24:46
京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,4564204,您没有填写内容，默认好评,2019-05-31 12:36:32,"尊敬的用户您好，非常抱歉京东小海囤给您添麻烦了呢！海囤全球承诺100%海外原装正品，产品符合海外质量标准，感谢您的支持与理解，祝您生活愉快，谢谢！
",2019-05-31 14:17:09
京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,8303331,不好看不好看还没得生产日期,2019-11-23 15:33:15,"尊敬的用户您好，非常抱歉京东小海囤给您添麻烦了呢！由于厂家生产批次不同，仓储随机打包，无法看到您收到的商品具体的生产日期/保质期，需要以您实际收到的商品为准，麻烦您帮忙提供日期照片，我们会尽快帮您确认。请您放心使用，海囤全球出售的商品都是在保质期内的正品，有什么问题您随时联系我们在线客服或者致电给我们海囤全球客服，号码：4006069933，感谢您的支持，祝您生活愉快！
",2019-11-24 15:02:51
京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,100002478996,您没有填写内容，默认好评,2020-05-15 22:32:18,"您好，感谢您对我们产品的评价！感谢您对京东的支持与理解，祝您生活愉快！	
",2020-05-20 10:55:32
京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,4564204,还没过两天就降价这么多,2019-11-23 11:53:28,"""尊敬的用户您好，非常抱歉京东小海囤给您添麻烦了呢！非常感谢您的反馈，如您购买的商品有降价的情况，并且符合价保政策的，可以联系海囤全球热线4006069933或者在线客服，我们会按价保政策为您处理，感谢您的参与，祝您生活愉快！
""
",2019-11-24 14:31:05
京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,4564178,假货！小圆点外面有一层圈,2020-02-10 22:31:10,"尊敬的用户您好，非常抱歉京东小海囤给您添麻烦了呢！我们京东国际跨境进口是100%原装正品的哦，我们是从海外直采，质量都是经过层层检测的，商品您绝对放心使用，有什么问题您随时联系我们在线客服或者致电给我们京东国际跨境进口客服，号码：4006069933，祝您生活愉快，谢谢！
",2020-02-11 14:17:18
京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,100002478974,什么鬼.连个包装袋都没有,2019-10-08 10:18:05,"尊敬的用户您好，非常抱歉京东小海囤给您添麻烦了呢！这是由于国外讲究环保一般是简包装，采购来就是没有的哦，但是您放心，这也正是证明了他是真品呢，海囤全球所有的商品都是经过海关清关的可以确保真品，如果后期使用中有任何问题，都可以随时联系我们哦，竭诚为您服务~
",2019-10-09 11:03:09
京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,4564204,不好用，客服好几天都不理人,2019-11-17 13:15:28,"您好，感谢您对我们产品的评价！非常抱歉给您带来不便，使用产品的时间长短、使用方法等都会影响到使用效果，由于每个人的唇色深浅度不同，唇膏的显色也会有差异，而且每个人的肤质不一样，对产品的接受程度也会不一样的，建议您及时做好唇部保湿和去除角质，会使呈现效果更佳的哦。海囤全球承诺100%海外原装正品，请您放心使用，感谢您的支持。
",2019-11-18 16:21:50
京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,4564204,里面是拆开的？没有包装,2019-06-23 13:41:06,"尊敬的用户您好，非常抱歉京东小海囤给您添麻烦了呢！跨境商品为海外直采，由于国外更注重环保和便携性，商品包装一般都相对简单实用，大部分无外盒，不塑封，开口处也没有封口贴的哦，海囤全球为您保证真品，后期使用中有任何问题，都可以随时联系在线客服或者致电给我们海囤全球客服，号码：4006069933，感谢您的支持，祝您生活愉快！
",2019-06-23 14:37:05
京东国际魅可(MAC)迷你子弹头口红旅行套装 5支装（Diva+Russian Red+Chili+Whirl+Velvet Teddy）,498.00,MAC魅可海外自营专区,1000000.0,7600+,4564178,东西都没收到客服还不理人,2019-08-22 17:32:31,"尊敬的用户您好，非常抱歉京东小海囤给您添麻烦了呢！有时快递过多，在运输过程中可能会出现未及时联系您，建议查看下是否家人代为签收或者可以看下小区门卫处是否代收的哦，希望您能谅解，有什么问题您随时联系我们在线客服或者致电给我们海囤全球客服协助为您处理，号码：4006069933，祝您生活愉快，谢谢！
",2019-08-23 13:52:47
