329.00,迪奥Dior口红全新烈艳蓝金唇膏缎光/滋润999#3.5g(唇膏女 经典正红 生日礼物送女友 送朋友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100006262957.html
359.00,迪奥Dior口红化妆品套装(哑光999+护肤1ml/1.5ml随机*2+香水1ml 小样随机 唇膏女 送老婆 生日礼物送女友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100006811828.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏哑光772#3.5g(唇膏女 干枯玫瑰色 送老婆 生日礼物送女友 送朋友),迪奥（Dior）美妆京东自营专区,https://item.jd.com/100007090981.html
319.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏丝绒999#3.5g(唇膏女 传奇红 生日礼物送女友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100009286695.html
359.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏丝绒773#3.5g(唇膏女 树莓红 生日礼物送女友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100009455427.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏缎光/滋润520#3.5g(唇膏女 玫瑰红色 生日礼物送女友 送朋友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100009623129.html
329.00,迪奥Dior口红全新烈艳蓝金唇膏哑光999#3.5g(唇膏女 传奇正红 生日礼物 送女友 送朋友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100011323932.html
319.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏哑光888#3.5g(唇膏女 橘红色 生日礼物送女友 送朋友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100012976226.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏缎光/滋润080#3.5g (唇膏女 水红色 生日礼物送女友 送朋友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100012976230.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏缎光滋润款869#3.5g(唇膏女 血色浆果 生日礼物送女友 送朋友),迪奥（Dior）美妆京东自营专区,https://item.jd.com/100013537013.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏丝绒720#3.5g(唇膏女 豆沙红棕 送老婆 生日礼物送女友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100016349674.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏丝绒760#3.5g(唇膏女 复古正红 生日礼物送女友 送朋友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100016349694.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏丝绒860#3.5g（唇膏女 浆果酒红 生日礼物送女友 送朋友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100016349706.html
339.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏丝绒840#3.5g(唇膏女 枫叶砖红 生日礼物送女友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100016349728.html
359.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏哑光846#3.5g(唇膏女 番茄柿红 生日礼物送女友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100016727486.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏哑光814#3.5g(唇膏女 棕红脏橘 生日礼物 送女友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100016854794.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏哑光666#3.5g(唇膏女 蓝调复古红 生日礼物送女友 送朋友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100016854820.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏哑光646#3.5g(唇膏女 焦糖南瓜色 生日礼物送女友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100016854914.html
329.00,京东超市迪奥Dior口红烈艳蓝金唇膏新色丝绒909#3.5g(唇膏女 复古浆果红 生日礼物送女友),迪奥（Dior）美妆京东自营专区,https://item.jd.com/100024892068.html
329.00,京东超市迪奥Dior口红全新烈艳蓝金唇膏丝绒668#3.5g(口红唇膏女 惊艳红 送老婆 生日礼物送女友）,迪奥（Dior）美妆京东自营专区,https://item.jd.com/100025382318.html
